id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
e0f81986-b10b-4747-b6f2-0f590889471b,Gabriela Ramos,1951-11-28,059.481.889-27,63558631,Marques,MT,Brasil,F,61 2952 9264,05948188927@exemplo.com.br,2024-08-24
e7a6c22d-d37d-4a79-bdb7-910e2401749f,Ana Vitória Monteiro,1947-08-03,859.127.152-14,57074807,Cunha,DF,Brasil,F,+55 (021) 4688 9772,85912715214@exemplo.com.br,2025-03-27
de12fef8-e0d7-489a-8aa7-874793bb0533,Dra. Isabella Silveira,2000-01-16,934.398.743-67,92639-631,Macedo de Vieira,PA,Brasil,M,+55 31 1786 7850,93439874367@exemplo.com.br,2023-11-05
847b6cb8-eb54-4b0d-bde7-3e06bb357475,Gabriela Costela,1997-08-20,306.124.573-05,24058-801,Freitas,AP,Brasil,F,+55 84 8375 5686,30612457305@exemplo.com.br,2024-04-23
66a0a464-d512-489e-afe9-85fa56b05747,Sr. Otávio Pimenta,1987-02-20,175.624.958-47,19871995,Silva,RJ,Brasil,M,+55 31 8726 3918,17562495847@exemplo.com.br,2024-02-16
4efa9054-3c47-46a3-a9f7-6069e76324ba,Luana Oliveira,1962-10-23,854.712.202-36,71735100,Souza,MG,Brasil,F,(031) 0062-9359,85471220236@exemplo.com.br,2025-05-27
50143e86-bcfc-4971-a169-5a797b5be324,Stephany Garcia,1992-03-27,710.373.816-49,26607311,Caldeira,PI,Brasil,M,81 1549-4221,71037381649@exemplo.com.br,2023-11-18
c970b87e-20af-4286-82a9-6dccc2903d08,Alexandre Sampaio,1983-12-26,408.216.589-03,95067-474,Ramos de Lopes,ES,Brasil,F,+55 31 1436 6411,40821658903@exemplo.com.br,2024-04-20
6bdddc0a-1319-4684-9529-fee885e582f2,Gael Gomes,1978-07-30,884.528.115-96,83869-262,Novaes,GO,Brasil,F,21 2108 6008,88452811596@exemplo.com.br,2024-04-18
cf0af3df-3e52-4ecf-97e5-3f823baf4f17,Marcos Vinicius da Cruz,1975-12-26,949.420.796-66,50788628,Moura de Souza,PR,Brasil,M,(084) 6700-3652,94942079666@exemplo.com.br,2025-05-26
a9ffcf20-227d-497b-aebd-30e7cbbb10ed,Sr. Rodrigo Ferreira,1952-01-06,381.177.987-17,65114-635,Correia do Campo,ES,Brasil,M,(021) 5362 2549,38117798717@exemplo.com.br,2024-08-17
7373e730-fa88-43c5-aa42-420f97997513,Pietra Câmara,1952-04-12,697.690.564-00,73270-771,Duarte do Norte,AL,Brasil,M,71 2066 1457,69769056400@exemplo.com.br,2023-07-15
e4fef603-e58a-4b6b-9acd-21922d10aae7,Daniel Araújo,1960-01-19,683.083.633-11,19451012,Souza da Prata,CE,Brasil,M,(031) 8610 9890,68308363311@exemplo.com.br,2025-01-11
aadbb175-bc40-4660-bcca-570d885e6e3a,Sr. Otto Fernandes,1937-07-18,786.889.730-63,94118767,Santos,TO,Brasil,F,(031) 8568-7084,78688973063@exemplo.com.br,2024-08-08
685ce950-5670-4918-831e-7d0911755b64,Ana Sophia Moreira,1966-09-24,193.733.229-14,98866551,Aragão de Santos,TO,Brasil,M,51 2672 9384,19373322914@exemplo.com.br,2025-05-17
951406ff-8bf6-4112-b556-d4cfc00ce088,Sofia Pinto,1973-01-19,780.064.449-89,24415365,Silva,SE,Brasil,M,+55 11 0844 2000,78006444989@exemplo.com.br,2024-06-28
f9ce0dee-ab07-4763-a33e-63090aa800c6,Davi Fernandes,1971-12-18,615.073.752-58,82804654,da Cruz,AP,Brasil,M,+55 (084) 7744-6461,61507375258@exemplo.com.br,2023-09-18
4e0fe6be-3950-448b-ad4d-be8bb26d2014,Gabrielly Vargas,1974-08-08,695.697.836-50,37388349,Pires de Minas,RO,Brasil,F,+55 84 0275 8056,69569783650@exemplo.com.br,2023-10-28
843c30c8-7d6e-4b0b-a6e0-ab8a444c360a,Ana Clara Andrade,1985-08-25,619.324.411-42,61755-441,Pimenta de Pires,ES,Brasil,F,+55 31 0278-8421,61932441142@exemplo.com.br,2024-07-23
18e58441-f841-4c73-8566-3286a90b4055,Diego Melo,1993-01-29,617.002.519-22,99190-346,Cavalcante,RS,Brasil,F,+55 (081) 6261-8586,61700251922@exemplo.com.br,2024-01-05
cce5536a-c17c-4d92-b7fb-645263593d7e,Ana Júlia Fonseca,1987-10-14,289.524.002-51,93612092,Montenegro de Rocha,RJ,Brasil,F,(021) 0766 4744,28952400251@exemplo.com.br,2024-04-30
56c801a3-897b-49ff-9f73-76d2276b0314,Srta. Isadora Cassiano,1987-02-12,537.585.990-24,79037237,Barbosa,RR,Brasil,M,0500 695 1258,53758599024@exemplo.com.br,2024-02-02
52947068-e34c-4b86-b9d5-fc8cd8f319fe,Caroline da Luz,1969-08-31,266.030.612-51,23202457,Sá das Flores,RO,Brasil,F,+55 31 8194-5434,26603061251@exemplo.com.br,2024-11-29
73d7719e-f204-4e1b-a520-05e4ce96176b,Helena Cunha,1956-01-31,410.492.339-15,71550-927,da Conceição,SP,Brasil,F,+55 (011) 3035 8667,41049233915@exemplo.com.br,2024-11-04
74394ebe-d065-4696-8986-677cb9c3ddc1,Heitor Santos,1994-07-05,209.774.303-04,73965995,Nogueira da Mata,MG,Brasil,M,+55 (031) 9884 0108,20977430304@exemplo.com.br,2024-04-15
3672bc49-32e4-48cb-abe4-4bd4c5e027c1,Maria Júlia Barros,1966-01-19,460.338.199-08,94557-600,Cirino,RJ,Brasil,F,84 4121-9550,46033819908@exemplo.com.br,2023-09-26
53680c83-56c3-4224-a201-53827fb49b96,Esther Castro,1935-01-19,113.486.828-54,93341-165,Rodrigues do Amparo,CE,Brasil,M,0300-456-6791,11348682854@exemplo.com.br,2024-08-09
53d4e027-ed6e-4b76-b7b3-254eb299002b,Sr. Danilo Carvalho,1937-10-29,166.012.834-00,72186166,Leão,SC,Brasil,M,41 5404 0031,16601283400@exemplo.com.br,2024-03-12
ae4aba4a-174d-408e-8275-a97b60119c46,João Guilherme Oliveira,1943-04-13,640.195.816-68,04514826,Marques de da Paz,MA,Brasil,M,+55 (041) 5342 4456,64019581668@exemplo.com.br,2023-07-11
3a01e9fe-5abc-4bfa-9016-4a848a529432,Isadora Santos,2004-06-20,253.323.749-82,79533443,Souza,BA,Brasil,M,(021) 7926-9471,25332374982@exemplo.com.br,2024-06-14
8c89b82d-c879-423e-a78f-71d161c819e2,Cecilia Guerra,1976-09-30,058.627.501-15,23115-965,Novais de Sousa,PA,Brasil,F,(061) 4295 4752,05862750115@exemplo.com.br,2023-12-11
aaea9d40-b3e3-4e9b-994b-07b78844e08a,Lorenzo Camargo,1948-09-29,226.605.133-23,89512-317,Porto,AL,Brasil,F,0500-368-2797,22660513323@exemplo.com.br,2024-04-23
bf4cbd8b-fb92-4674-b115-fdfa389efbe1,Olivia Silveira,1984-09-24,707.652.548-25,92827-724,Melo,RJ,Brasil,F,(011) 2430 7404,70765254825@exemplo.com.br,2025-05-08
57b10c9e-f9d6-4fb2-b9d4-7e9541fe9591,Anthony Câmara,1976-04-03,399.851.371-97,89794663,da Paz,AL,Brasil,M,+55 (084) 3159 9841,39985137197@exemplo.com.br,2023-08-15
586ca467-3623-45ba-b1c1-96b45bfdffb7,Esther Casa Grande,1944-02-25,617.172.633-97,52822-868,Cassiano da Serra,BA,Brasil,F,(031) 3733 1169,61717263397@exemplo.com.br,2024-09-26
5416925f-0fd5-48a3-b27c-c4352a4fc597,Noah Pereira,1952-12-06,292.227.411-72,31182-879,Camargo,PI,Brasil,M,71 9492 1670,29222741172@exemplo.com.br,2024-05-22
f0867205-ba6f-489e-857e-f8792e4620f3,Ian Freitas,1980-04-23,809.742.611-14,23408-350,da Mota,SE,Brasil,M,0300 784 5391,80974261114@exemplo.com.br,2025-03-12
a1c286f0-3006-406c-8973-25b64d784358,Luigi Carvalho,1969-06-15,063.096.447-65,79641804,Silva,PE,Brasil,M,61 8776-3647,06309644765@exemplo.com.br,2024-07-25
58064999-46df-467e-829b-cb5e5ea7f486,Olivia Borges,2002-07-03,404.248.810-73,81241-336,Oliveira,MA,Brasil,F,0800 057 9374,40424881073@exemplo.com.br,2025-03-21
64cdcd6e-613e-4c74-ad11-2cc071208195,Caio Mendonça,1957-08-01,442.152.216-88,23102-628,Farias de Minas,SE,Brasil,F,+55 41 2800-2269,44215221688@exemplo.com.br,2023-11-01
fa2c0f80-b16b-41d6-a205-02eae22bf2ba,Luan Rodrigues,1998-07-30,588.657.391-67,29626-729,Leão,RO,Brasil,F,+55 31 3296 8809,58865739167@exemplo.com.br,2025-02-23
9bea5535-fa45-4774-9893-574a19166a62,Benício Cassiano,1955-12-26,231.728.513-23,41528-691,Pinto de Caldeira,CE,Brasil,M,0300 290 4846,23172851323@exemplo.com.br,2025-01-29
d5ac15d5-ae25-4471-8a8f-644803fab80a,Joaquim Machado,2005-09-07,484.513.132-07,91189719,da Costa da Mata,RN,Brasil,M,41 5046-6934,48451313207@exemplo.com.br,2024-10-10
108ee4b1-0313-47db-a92b-724bd63559a3,Rebeca Novaes,1949-06-02,698.522.684-28,90639-868,Macedo de Ramos,MG,Brasil,F,0500-732-2560,69852268428@exemplo.com.br,2024-12-20
9c1173b5-6faa-457d-9238-51f668871bd4,Bento Campos,1990-06-01,428.555.826-91,50468447,Jesus de Cirino,MS,Brasil,M,+55 (081) 7495 8196,42855582691@exemplo.com.br,2023-11-08
bfbdf1a6-eb95-4010-ad76-d7eb3ad0e26c,Maysa Azevedo,1961-09-25,883.164.679-32,20582-759,Peixoto,PA,Brasil,F,(081) 0504 5430,88316467932@exemplo.com.br,2024-01-08
8bee00e3-a981-488d-9224-c47c264756d5,Stephany Lopes,1959-09-25,172.197.544-87,98297-397,Aragão,MT,Brasil,F,21 8788-9219,17219754487@exemplo.com.br,2023-11-05
00206316-bd6e-4991-a382-f2d2498f01df,Mariah Freitas,2007-02-22,786.522.097-92,50321645,Santos,SP,Brasil,F,61 1997-3727,78652209792@exemplo.com.br,2023-08-25
e1dec857-8ba5-408f-8106-610f3c2780ae,Lara Campos,1962-06-27,329.181.618-84,52264318,Cirino,AL,Brasil,M,+55 (061) 4599-8935,32918161884@exemplo.com.br,2025-02-20
8ab6aa58-80a6-4339-aafd-f92993c6a55c,Marcelo Campos,1979-11-28,322.033.682-56,97984283,Cardoso,RN,Brasil,F,+55 (021) 5536 3560,32203368256@exemplo.com.br,2025-04-05
1a7ffea0-187d-4766-9865-9c5a8833c266,Dr. Breno Fernandes,1982-05-11,376.456.411-86,45158803,Macedo,PR,Brasil,M,0800-510-5257,37645641186@exemplo.com.br,2024-02-15
73551155-8112-42c6-bab2-a537c0ee6979,Brayan Rezende,1950-05-10,929.957.573-16,79922831,Silveira de Leão,MT,Brasil,M,(084) 8924-4474,92995757316@exemplo.com.br,2023-06-13
b8821d29-9b6d-4765-8b10-64e7dac5f74e,Dr. Raul Porto,1938-12-31,603.498.048-70,64177039,Pinto,RN,Brasil,F,(061) 1329 6065,60349804870@exemplo.com.br,2024-11-01
f66e8fc7-030b-48c8-b29c-f0f110f4f811,Bella Caldeira,2006-03-19,967.292.253-49,65539-480,Macedo do Galho,BA,Brasil,F,(031) 4780 8516,96729225349@exemplo.com.br,2024-08-16
b399296b-1192-4092-8637-af5137a2ef0d,Dra. Lavínia da Costa,1971-06-23,851.283.009-73,70260-462,Lopes das Pedras,PI,Brasil,F,(071) 9331 2237,85128300973@exemplo.com.br,2023-09-09
16581cf3-b437-4901-a54e-1478a922f556,Henry Gabriel Souza,1959-09-01,580.808.407-65,63585250,Cavalcante de Duarte,PR,Brasil,F,41 9425-9038,58080840765@exemplo.com.br,2024-08-12
84feb217-a4e8-469f-a4d7-c8a342ed5729,Luiz Felipe Mendonça,1961-04-11,123.990.853-66,05210-087,Siqueira dos Dourados,BA,Brasil,M,61 4189-8703,12399085366@exemplo.com.br,2023-10-01
3c9167e1-42c7-4825-b95a-aa5c6eed4e1d,Danilo Castro,1937-09-20,810.382.796-58,11758-610,Aragão Paulista,MS,Brasil,M,(071) 1540-3012,81038279658@exemplo.com.br,2023-08-01
61352ff0-9ec0-4128-9f86-8ebc4631ccf8,Sra. Ana Beatriz Pimenta,1977-02-22,223.073.721-48,92078-774,Cunha,PB,Brasil,F,0800-957-3869,22307372148@exemplo.com.br,2023-07-28
28ff38cc-ae8a-42eb-9643-6f4177882700,Dr. Cauê Ramos,1996-09-22,434.187.011-06,40180-542,Cavalcante,PR,Brasil,M,+55 (051) 6215 5720,43418701106@exemplo.com.br,2024-12-16
444b3616-0b4a-4823-87fb-22d9665323e4,Lunna Cunha,1978-01-09,167.996.901-13,03700379,Alves,GO,Brasil,M,51 0258 5663,16799690113@exemplo.com.br,2025-03-20
12e7d962-18e3-43a3-8eb0-0e240a41b902,Matheus Azevedo,1948-06-19,574.236.102-29,69791-692,Fogaça dos Dourados,SP,Brasil,M,31 8748 6321,57423610229@exemplo.com.br,2025-04-18
613f5d60-e7a8-433a-bdf6-a88b35dd38f7,Noah Ferreira,1936-01-21,899.298.692-89,49296920,Ramos,TO,Brasil,M,(031) 2708-6967,89929869289@exemplo.com.br,2024-12-09
276d99f9-f8c9-43b2-9a36-8211c2357a30,João Lucas Castro,1966-02-22,513.975.788-87,55672-865,Câmara,RR,Brasil,M,+55 41 5278 5678,51397578887@exemplo.com.br,2024-06-25
69f0c948-1df1-4d0c-a2b6-90ca9df4433e,Lorenzo Mendes,1957-09-25,235.092.448-89,23030912,Ferreira de Vargas,AC,Brasil,F,+55 (081) 9231-6385,23509244889@exemplo.com.br,2024-11-02
1c4d0e95-55be-40d8-bff5-be4e38219950,Maria Luísa Leão,1955-01-25,608.917.936-60,96262736,Farias,PE,Brasil,M,0900 083 8492,60891793660@exemplo.com.br,2025-05-10
e75f9f93-241d-404e-bf7b-5f5ba98df520,Srta. Melissa Nascimento,1937-12-30,532.893.388-86,89322-123,da Cunha,RS,Brasil,F,+55 71 8411 5354,53289338886@exemplo.com.br,2024-10-11
de2cf24b-d0b9-4f58-ad4f-a5d3b7459f31,Srta. Bianca Caldeira,1974-05-17,737.030.264-38,42826702,das Neves do Oeste,RJ,Brasil,F,(084) 1800-7262,73703026438@exemplo.com.br,2024-07-15
2e0afe82-f86a-4db0-99c9-5704ae7e8df7,Raquel Silva,1964-01-27,906.582.386-90,73250018,Fogaça,MS,Brasil,F,+55 (021) 6036 3207,90658238690@exemplo.com.br,2025-02-22
a67142a1-2a8c-4d9a-aba2-7ec0c6398d9f,Rafael Cirino,2005-07-02,549.082.341-36,46998448,Moura,RN,Brasil,F,0500 695 6312,54908234136@exemplo.com.br,2023-08-16
b789e441-5e30-42b7-b1ff-0a68d92eee21,Sra. Laís Ribeiro,1943-09-19,705.469.762-27,06512090,da Cruz de Rodrigues,MA,Brasil,M,+55 11 7849-0122,70546976227@exemplo.com.br,2024-11-23
c01699cb-71cc-42d9-bd24-ce6fa40d1fbe,Eloah Moraes,1990-12-24,849.665.027-59,08850-914,Nogueira de Rezende,PR,Brasil,M,0500 918 2013,84966502759@exemplo.com.br,2025-04-21
57280bcb-6207-450d-b0af-fbc9254febb6,Dr. Bernardo Souza,1987-01-19,603.797.214-64,88226-025,Fogaça do Campo,SE,Brasil,F,(011) 3532-5074,60379721464@exemplo.com.br,2024-02-25
a1a76aa1-8da0-4a13-bf76-8390cf49e843,Calebe Cavalcante,1943-03-23,706.103.284-16,05508-510,Fernandes de Goiás,SE,Brasil,F,+55 41 9180-5875,70610328416@exemplo.com.br,2025-03-19
986284f0-8c9e-4810-a3bf-6aa2947eba18,Letícia Borges,2003-07-30,760.684.286-17,50479-816,Sampaio,MT,Brasil,M,0300-793-4952,76068428617@exemplo.com.br,2025-05-06
1cb510da-d369-4f5e-97bd-3cb8258ff097,Felipe Gonçalves,1956-12-12,220.514.988-58,67057884,Rocha,PI,Brasil,F,+55 (011) 1506-4066,22051498858@exemplo.com.br,2023-08-24
6178ef7d-1266-4b85-8c29-d7a2853dc7f9,Yuri Moraes,1999-05-01,686.825.182-66,54346619,Moreira do Galho,MA,Brasil,F,+55 (031) 2587-9154,68682518266@exemplo.com.br,2024-05-10
9fe10145-8e39-4595-a3a0-203cedaee9be,Nina Rios,1951-07-07,423.690.234-24,94150380,Cirino,MA,Brasil,M,0500-068-9472,42369023424@exemplo.com.br,2025-02-14
45ac0e1d-cd8f-4266-ae5b-f921d5c1d037,Amanda Pastor,1986-09-19,901.709.035-33,21941379,Borges,AM,Brasil,F,(081) 3556 0664,90170903533@exemplo.com.br,2024-11-19
8f421848-e936-4b21-bb3c-fa01af87bbe4,Cauê Cirino,1936-01-18,203.189.871-21,18185739,Freitas,PE,Brasil,M,+55 51 1613 4419,20318987121@exemplo.com.br,2023-11-03
98654dab-023e-4fea-99e1-281079a2c1a0,Murilo Pereira,1996-12-24,059.970.508-46,64632138,Ramos,PI,Brasil,F,(084) 1156-4923,05997050846@exemplo.com.br,2023-10-21
37e84efb-2985-45ee-a276-869b297decab,Mariane Borges,1936-12-20,821.450.984-25,69546-982,da Conceição,BA,Brasil,M,(031) 0176-0265,82145098425@exemplo.com.br,2024-04-26
65886d76-e829-49e4-b373-a6c27d5402eb,Vinícius Viana,2005-07-23,717.674.996-19,81750-191,Martins de Goiás,PB,Brasil,M,71 3223-7205,71767499619@exemplo.com.br,2025-01-29
7b373e4e-b681-42eb-bc32-f1e223602b07,Luiz Miguel Fogaça,1979-01-04,690.123.200-90,92361504,Farias,RJ,Brasil,F,+55 (071) 2813-8670,69012320090@exemplo.com.br,2024-10-28
7754e18c-bb9a-4a10-a916-a62a8bb417ec,Luiz Henrique Almeida,1990-02-13,077.595.491-35,59935454,Nascimento,RR,Brasil,M,(031) 0224 0454,07759549135@exemplo.com.br,2023-12-25
4e2cd86a-35ab-4b53-a09f-b1f34719094f,Ana Lívia Azevedo,1935-01-23,123.464.579-54,79904138,Cunha,BA,Brasil,M,+55 (081) 2804-1881,12346457954@exemplo.com.br,2025-01-13
59391123-320d-4196-b25b-af8c424365df,Caroline Pastor,1964-02-04,619.881.067-44,65452182,Nunes,BA,Brasil,F,0800 920 3054,61988106744@exemplo.com.br,2024-10-28
a315cef3-e3ba-416b-a804-0f5b5151fee1,João Guilherme Martins,1955-06-12,850.911.527-25,92479775,da Mota do Norte,SP,Brasil,M,+55 (041) 2633 7413,85091152725@exemplo.com.br,2024-04-02
4738dec1-468b-4968-b899-b40db7a33ad9,Liz Andrade,2006-03-11,086.185.914-06,91349-024,Barros do Norte,RS,Brasil,M,41 8965 5113,08618591406@exemplo.com.br,2024-10-06
fee6d103-5f77-4f87-b126-22e4f7c77810,Dr. Vinícius da Luz,1942-05-07,553.482.258-30,59963-076,Fernandes,AL,Brasil,F,(051) 6726 8216,55348225830@exemplo.com.br,2025-01-28
74949d46-e23d-4516-a5a4-9b7fb59edd6a,Anthony Gabriel Montenegro,1947-11-20,145.767.521-87,51772-979,Nogueira do Oeste,RR,Brasil,F,(031) 8564 5250,14576752187@exemplo.com.br,2024-02-09
5846e5a5-536a-4b22-bd7d-8448cfba1967,Maria Isis Moura,1989-11-01,367.147.005-62,71268658,Fogaça,PR,Brasil,M,(011) 5499 8260,36714700562@exemplo.com.br,2025-01-27
63a00674-e08b-4994-b56d-b831d0cca97b,Antonella Rios,1994-05-13,268.902.416-47,25050-684,da Rosa Grande,SP,Brasil,M,0900 222 9222,26890241647@exemplo.com.br,2025-04-28
87421da6-c5f1-481c-a6d4-3740843edf2f,Alícia Sales,1982-06-22,349.812.264-84,16310113,Montenegro,RR,Brasil,F,84 9599 5018,34981226484@exemplo.com.br,2023-11-05
89ac18fa-91b1-471f-a33f-7a7329a70d4d,Ana Carolina Correia,1981-07-07,544.437.719-25,83350900,Rocha,AM,Brasil,F,+55 51 8009 2315,54443771925@exemplo.com.br,2024-04-20
21e0d018-2f81-4b9e-bdc5-f92991d2ca37,Marcos Vinicius Brito,1935-04-07,756.494.430-93,42103-050,Costa Paulista,SP,Brasil,M,+55 (071) 8843 8481,75649443093@exemplo.com.br,2024-03-07
457cbd4c-d8f6-4768-ab66-2583cb73bd39,Stephany Pereira,1997-04-26,183.852.337-15,24589-824,Nunes,GO,Brasil,M,81 9049 3882,18385233715@exemplo.com.br,2023-09-27
bcb07c9c-5576-4f94-9523-c1087c307289,Davi Casa Grande,1999-03-20,065.021.810-46,72947-556,Silveira,AP,Brasil,M,+55 61 8839 5306,06502181046@exemplo.com.br,2024-05-27
219fb307-3172-4455-b9b2-23725f1c1240,Benjamim Sousa,1975-08-01,599.053.918-01,41440420,Pires,AM,Brasil,M,+55 31 1300-2368,59905391801@exemplo.com.br,2024-07-05
